case_number,report_date,report_month_year,occur_date,occur_time,address,neighborhood,council_district,custom_crime_against,custom_crime_category,crime_against,offense_category,offense_type,offense_count,lat,lon,x_coord,y_coord,data_year
26-26017,1/27/2026,January 2026,1/26/2026,500,8200 BLOCK OF SE HARRISON ST,Montavilla,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.508311950,-122.578134360,7669400,678269,2026
26-2604,1/3/2026,January 2026,1/3/2026,1857,600 BLOCK OF NW HOYT ST,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.527375040,-122.677087759,7644228,685885,2026
26-26042,1/27/2026,January 2026,1/20/2026,1454,8000 BLOCK OF SE 49TH AVE,Brentwood-Darlington,3,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.465458506,-122.612906894,7660080,662881,2026
26-26047,1/27/2026,January 2026,1/27/2026,1454,3300 BLOCK OF SE MILWAUKIE AVE,Brooklyn,3,Property,Burglary,Property,Burglary,Burglary,1,45.499259706,-122.654142325,7649833,675480,2026
26-26052,1/27/2026,January 2026,1/27/2026,1400,7400 BLOCK OF N INTERSTATE AVE,Arbor Lodge,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.576830555,-122.681943386,7643471,703944,2026
26-26077,1/27/2026,January 2026,1/27/2026,1610,9800 BLOCK OF SE WASHINGTON ST,Hazelwood,1,Property,Burglary,Property,Burglary,Burglary,1,45.518282661,-122.561811436,7673676,681796,2026
26-26083,1/27/2026,January 2026,1/27/2026,800,2800 BLOCK OF N WILLAMETTE BLVD,Overlook,2,Property,Burglary,Property,Burglary,Burglary,1,45.561998613,-122.696633076,7639564,698640,2026
26-26086,1/27/2026,January 2026,1/27/2026,1550,4100 BLOCK OF SE 82ND AVE,Foster-Powell,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.492416479,-122.578840192,7669070,672480,2026
26-26098,1/27/2026,January 2026,1/6/2026,1603,10700 BLOCK OF SW BOONES FERRY RD,Collins View,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.448089767,-122.686646084,7640997,657054,2026
26-26102,1/27/2026,January 2026,1/27/2026,1607,6300 BLOCK OF SW CAPITOL HWY,Hillsdale,4,Property,Robbery,Property,Robbery,Robbery,1,45.478321656,-122.695909933,7638920,668137,2026
26-26114,1/27/2026,January 2026,1/27/2026,1710,10100 BLOCK OF SE WASHINGTON ST,Hazelwood,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.518296519,-122.558896652,7674423,681782,2026
26-26119,1/27/2026,January 2026,1/27/2026,1640,2200 BLOCK OF SE 43RD AVE,Richmond,3,Property,Burglary,Property,Burglary,Burglary,1,45.506968453,-122.618044863,7659159,678045,2026
26-26122,1/27/2026,January 2026,1/27/2026,1630,900 BLOCK OF NE STAFFORD ST,Woodlawn,2,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.576487855,-122.655301449,7650287,703636,2026
26-26125,1/27/2026,January 2026,1/26/2026,1600,5400 BLOCK OF SE MILWAUKIE AVE,Sellwood-Moreland,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.483336385,-122.649552440,7650855,669645,2026
26-26129,1/27/2026,January 2026,1/26/2026,1730,3400 BLOCK OF SE HAWTHORNE BLVD,Sunnyside,3,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.512102907,-122.629116014,7656371,679991,2026
26-26140,1/27/2026,January 2026,1/27/2026,930,800 BLOCK OF SW 4TH AVE,Downtown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.517506865,-122.677045045,7644142,682288,2026
26-26149,1/27/2026,January 2026,1/11/2026,1915,1200 BLOCK OF N ANCHOR WAY,Bridgeton,2,Property,Robbery,Property,Robbery,Robbery,1,45.604741595,-122.679616944,7644341,714101,2026
26-26163,1/27/2026,January 2026,1/13/2026,1700,1300 BLOCK OF N LIBERTY ST,Arbor Lodge,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.570917576,-122.680665125,7643740,701780,2026
26-26164,1/27/2026,January 2026,1/27/2026,1721,NE SACRAMENTO ST / NE 60TH AVE,Rose City Park,3,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.539918035,-122.601521934,7663706,689944,2026
26-26176,1/27/2026,January 2026,1/27/2026,1738,NE ALTON ST / NE 61ST AVE,Cully,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.550363091,-122.600909064,7663962,693747,2026
26-26190,1/27/2026,January 2026,1/26/2026,2029,12100 BLOCK OF SE DIVISION ST,Powellhurst-Gilbert,1,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.504012059,-122.538207241,7679593,676441,2026
26-26195,1/27/2026,January 2026,1/27/2026,1755,6100 BLOCK OF SE POWELL BLVD,South Tabor,3,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.497509422,-122.599910069,7663717,674476,2026
26-26215,1/27/2026,January 2026,1/27/2026,1818,10100 BLOCK OF SE WASHINGTON ST,Hazelwood,1,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.518296519,-122.558896652,7674423,681782,2026
26-26226,1/27/2026,January 2026,1/27/2026,1829,1300 BLOCK OF E BURNSIDE ST,Kerns,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.522947585,-122.652285450,7650539,684101,2026
26-26244,1/27/2026,January 2026,1/23/2026,1500,1800 BLOCK OF SW 5TH AVE,Downtown,4,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.510454228,-122.682034947,7642794,679752,2026
26-26250,1/27/2026,January 2026,1/27/2026,1849,1700 BLOCK OF SW PARK AVE,Downtown,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.512910690,-122.684876658,7642090,680667,2026
26-26253,1/27/2026,January 2026,1/27/2026,1849,5700 BLOCK OF SE 72ND AVE,Mt Scott-Arleta,3,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.481372445,-122.589325368,7666278,668524,2026
26-26315,1/27/2026,January 2026,1/27/2026,1955,SE 56TH AVE / SE WOODWARD ST,South Tabor,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.501410223,-122.605040467,7662439,675932,2026
26-26353,1/27/2026,January 2026,1/27/2026,900,300 BLOCK OF SW 5TH AVE,Downtown,4,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.521152220,-122.676372991,7644350,683612,2026
26-26367,1/27/2026,January 2026,1/27/2026,2056,700 BLOCK OF NW NAITO PKWY,Old Town/Chinatown,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.528595912,-122.673902467,7645056,686308,2026
26-26373,1/27/2026,January 2026,1/20/2026,2100,1300 BLOCK OF SW 12TH AVE,Downtown,4,Property,Burglary,Property,Burglary,Burglary,1,45.516239939,-122.686546315,7641695,681892,2026
26-26412,1/27/2026,January 2026,1/27/2026,2151,0 BLOCK OF SE 10TH AVE,Buckman West,3,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,45.522559396,-122.655576637,7649692,683982,2026
26-26438,1/27/2026,January 2026,1/27/2026,2224,10300 BLOCK OF SE FOSTER RD,Lents,1,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.476742031,-122.556915279,7674545,666623,2026
26-26449,1/27/2026,January 2026,1/27/2026,2200,400 BLOCK OF SW HARVEY MILK ST,Downtown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.520704562,-122.675961632,7644451,683446,2026
26-26456,1/27/2026,January 2026,1/27/2026,2255,0 BLOCK OF NW BROADWAY,Old Town/Chinatown,4,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.523402225,-122.677376481,7644115,684439,2026
26-2646,1/3/2026,January 2026,1/3/2026,2024,9400 BLOCK OF NE CASCADES PKWY,Other,1,Property,Burglary,Property,Burglary,Burglary,1,45.575903827,-122.565722382,7673211,702824,2026
26-26462,1/28/2026,January 2026,1/28/2026,110,10100 BLOCK OF SE MARKET ST,Hazelwood,1,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.511434822,-122.559510270,7674202,679285,2026
26-26492,1/28/2026,January 2026,1/27/2026,2351,N ALBINA AVE / N LOMBARD ST,Piedmont,2,Society,Weapon Law Violations,Society,Weapon Law Violations,Weapons Law Violations,1,45.577221209,-122.674789318,7645306,704037,2026
26-264958,3/12/2026,March 2026,9/25/2025,1814,SE 82ND AVE / SE DIVISION ST,Montavilla,3,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.504834135,-122.578682115,7669227,677005,2026
26-26498,1/27/2026,January 2026,1/27/2026,2350,11500 BLOCK OF NE AIRPORT WAY,Parkrose,1,Property,Robbery,Property,Robbery,Robbery,1,45.567647326,-122.543833027,7678738,699672,2026
26-26517,1/28/2026,January 2026,1/28/2026,43,10300 BLOCK OF SE HOLGATE BLVD,Lents,1,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.489749371,-122.556457846,7674783,671361,2026
26-26528,1/28/2026,January 2026,1/28/2026,45,9100 BLOCK OF SE DIVISION ST,Powellhurst-Gilbert,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.504408266,-122.569142422,7671668,676787,2026
26-26583,1/28/2026,January 2026,1/28/2026,305,2500 BLOCK OF NE BRAZEE ST,Irvington,2,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.540452745,-122.639608260,7653956,690395,2026
26-26613,1/28/2026,January 2026,1/28/2026,449,7900 BLOCK OF SE ASPEN SUMMIT DR,Lents,1,Property,Robbery,Property,Robbery,Robbery,1,45.465155514,-122.563046311,7672865,662440,2026
26-26621,1/28/2026,January 2026,1/28/2026,500,8000 BLOCK OF SE 13TH AVE,Sellwood-Moreland,4,Property,Burglary,Property,Burglary,Burglary,1,45.465477853,-122.653060813,7649782,663160,2026
26-26641,1/28/2026,January 2026,1/28/2026,600,13900 BLOCK OF SE MARTINS ST,Pleasant Valley,1,Property,Burglary,Property,Burglary,Burglary,1,45.478764462,-122.520114745,7684000,667122,2026
26-26651,1/28/2026,January 2026,8/1/2025,1200,8000 BLOCK OF NE ALBERTA ST,Cully,2,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.559178052,-122.579637977,7669492,696819,2026
26-26659,1/28/2026,January 2026,1/27/2026,2150,100 BLOCK OF NW BROADWAY,Old Town/Chinatown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.524114839,-122.677415519,7644112,684699,2026
26-26661,1/28/2026,January 2026,1/28/2026,700,10200 BLOCK OF SE MAIN ST,Hazelwood,1,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Intimidation,1,45.514148841,-122.558250672,7674550,680266,2026
26-26673,1/28/2026,January 2026,1/28/2026,941,2500 BLOCK OF NW LOVEJOY ST,Northwest,4,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.529734144,-122.704027276,7637350,686932,2026
26-26686,1/28/2026,January 2026,1/28/2026,753,600 BLOCK OF SE 128TH AVE,Mill Park,1,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.517786092,-122.531778438,7681367,681420,2026
26-26690,1/28/2026,January 2026,1/22/2026,754,1600 BLOCK OF SW MORRISON ST,Goose Hollow,4,Property,Burglary,Property,Burglary,Burglary,1,45.521800347,-122.688618305,7641219,683933,2026
26-26700,1/28/2026,January 2026,1/27/2026,1300,9000 BLOCK OF SW BARBUR BLVD,Multnomah,4,Property,Burglary,Property,Burglary,Burglary,1,45.459636416,-122.708089258,7635611,661412,2026
26-26712,1/28/2026,January 2026,1/26/2026,1215,12100 BLOCK OF NE GLISAN ST,Hazelwood,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.526336055,-122.538224113,7679794,684578,2026
26-2672,1/3/2026,January 2026,1/3/2026,1540,7300 BLOCK OF N MCKENNA AVE,University Park,2,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.582060502,-122.729840183,7631264,706185,2026
26-26724,1/28/2026,January 2026,1/25/2026,1100,1800 BLOCK OF NE SCHUYLER ST,Irvington,2,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.535783315,-122.647099650,7651992,688744,2026
26-26743,1/28/2026,January 2026,1/28/2026,851,3600 BLOCK OF NE 162ND AVE,Wilkes,1,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.548613847,-122.495990569,7690815,692428,2026
26-26751,1/28/2026,January 2026,1/28/2026,930,7400 BLOCK OF N INTERSTATE AVE,Arbor Lodge,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.576830555,-122.681943386,7643471,703944,2026
26-26754,1/28/2026,January 2026,1/27/2026,1600,4200 BLOCK OF SE 120TH AVE,Powellhurst-Gilbert,1,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.491663841,-122.539874559,7679052,671951,2026
26-26762,1/28/2026,January 2026,1/28/2026,925,UNKNOWN ADDRESS,,,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,,,,,2026
26-26767,1/28/2026,January 2026,1/26/2026,0,200 BLOCK OF NE 146TH AVE,Hazelwood,1,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.524068247,-122.513260980,7686169,683591,2026
26-26770,1/28/2026,January 2026,1/28/2026,946,1900 BLOCK OF SE GRAND AVE,Hosford-Abernethy,3,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.509026724,-122.660884998,7648200,679086,2026
26-26775,1/28/2026,January 2026,1/28/2026,939,400 BLOCK OF NE HASSALO ST,Lloyd,2,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.530839104,-122.661160944,7648342,687038,2026
26-26777,1/28/2026,January 2026,1/28/2026,1045,3300 BLOCK OF NE SANDY BLVD,Laurelhurst,3,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.532029318,-122.629738433,7656403,687258,2026
26-26788,1/28/2026,January 2026,1/27/2026,1700,1100 BLOCK OF SE STARK ST,Buckman West,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.519387296,-122.654137050,7650030,682816,2026
26-26807,1/28/2026,January 2026,1/27/2026,958,2400 BLOCK OF SE 130TH AVE,Hazelwood,1,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.504461207,-122.529885472,7681730,676551,2026
26-26809,1/28/2026,January 2026,1/27/2026,2030,1700 BLOCK OF SW 4TH AVE,Downtown,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.511435872,-122.680332221,7643240,680098,2026
26-26824,1/28/2026,January 2026,1/27/2026,2200,6800 BLOCK OF N SMITH ST,St Johns,2,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.590518666,-122.735100570,7630003,709305,2026
26-26829,1/28/2026,January 2026,1/28/2026,957,2100 BLOCK OF W BURNSIDE ST,Northwest,4,Property,Burglary,Property,Burglary,Burglary,1,45.523338660,-122.695855543,7639380,684544,2026
26-2683,1/3/2026,January 2026,12/25/2025,1,NW 14TH AVE / NW GLISAN ST,Pearl,4,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.526467529,-122.685292986,7642117,685611,2026
26-26845,1/28/2026,January 2026,1/28/2026,1041,12100 BLOCK OF NE ERIN WAY,Parkrose,1,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.559137185,-122.539492170,7679771,696542,2026
26-26846,1/28/2026,January 2026,1/28/2026,930,4000 BLOCK OF SW CANYON RD,Sylvan-Highlands,4,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,45.508081933,-122.718510731,7633423,679142,2026
26-26852,1/28/2026,January 2026,1/28/2026,1050,200 BLOCK OF SE CLAY ST,Hosford-Abernethy,3,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,45.511579155,-122.663319615,7647601,680033,2026
26-26871,1/28/2026,January 2026,12/27/2025,1700,8700 BLOCK OF SE FOSTER RD,Lents,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.481129154,-122.572775952,7670519,668326,2026
26-26882,1/28/2026,January 2026,1/23/2026,1700,1400 BLOCK OF NW NORTHRUP ST,Pearl,4,Property,Fraud,Property,Fraud Offenses,Credit Card/ATM Fraud,1,45.531403850,-122.685990491,7641987,687415,2026
26-26890,1/28/2026,January 2026,1/28/2026,900,10100 BLOCK OF SE MARKET ST,Hazelwood,1,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.511434822,-122.559510270,7674202,679285,2026
26-26908,1/28/2026,January 2026,1/28/2026,1147,1800 BLOCK OF N FLINT AVE,Eliot,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.536143943,-122.668807879,7646435,689024,2026
26-26909,1/28/2026,January 2026,1/27/2026,2130,100 BLOCK OF NW 20TH PL,Northwest,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.524027810,-122.693388035,7640019,684778,2026
26-26913,1/28/2026,January 2026,1/28/2026,753,N INTERSTATE AVE / N SKIDMORE ST,Overlook,2,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.554654180,-122.682352084,7643148,695864,2026
26-26930,1/28/2026,January 2026,1/28/2026,1211,UNKNOWN ADDRESS,,,Property,Fraud,Property,Fraud Offenses,Impersonation,1,,,,,2026
26-26932,1/28/2026,January 2026,1/28/2026,1215,7300 BLOCK OF N ST LOUIS AVE,St Johns,2,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.592663212,-122.757914131,7624187,710249,2026
26-26940,1/28/2026,January 2026,1/28/2026,1206,300 BLOCK OF SW HARRISON ST,Downtown,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.510445162,-122.680344914,7643227,679737,2026
26-26941,1/28/2026,January 2026,1/26/2026,1500,1700 BLOCK OF N FLINT AVE,Eliot,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.535372870,-122.668813555,7646426,688743,2026
26-26944,1/28/2026,January 2026,1/28/2026,1229,1700 BLOCK OF SW MULTNOMAH BLVD,Hillsdale,4,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.465836369,-122.695692694,7638852,663585,2026
26-26947,1/28/2026,January 2026,1/28/2026,1030,3000 BLOCK OF N HAYDEN ISLAND DR,Hayden Island,2,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.618194155,-122.694021503,7640789,719104,2026
26-26954,1/28/2026,January 2026,1/28/2026,1242,1100 BLOCK OF NE 122ND AVE,Hazelwood,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.531010807,-122.537619054,7679992,686278,2026
26-2698,1/3/2026,January 2026,1/3/2026,2130,SE STARK ST / SE 141ST AVE,Hazelwood,1,Society,Weapon Law Violations,Society,Weapon Law Violations,Weapons Law Violations,1,45.519110100,-122.518455252,7684793,681817,2026
26-26993,1/28/2026,January 2026,1/28/2026,223,500 BLOCK OF SE 43RD AVE,Sunnyside,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.518939497,-122.617863049,7659320,682407,2026
26-27,1/1/2026,January 2026,1/1/2026,24,700 BLOCK OF NE 101ST AVE,Hazelwood,1,Society,Weapon Law Violations,Society,Weapon Law Violations,Weapons Law Violations,1,45.526710441,-122.559389130,7674375,684852,2026
26-27026,1/28/2026,January 2026,1/28/2026,1409,4500 BLOCK OF NE 95TH AVE,Parkrose,1,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,45.555835312,-122.564933241,7673226,695504,2026
26-27027,1/28/2026,January 2026,1/27/2026,2100,13000 BLOCK OF SE CLAYBOURNE ST,Pleasant Valley,1,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.474848248,-122.528582025,7681793,665749,2026
26-27077,1/28/2026,January 2026,1/24/2026,200,UNKNOWN ADDRESS,,,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,,,,,2026
26-27089,1/28/2026,January 2026,1/21/2026,300,8100 BLOCK OF SE DIVISION ST,South Tabor,3,Property,Burglary,Property,Burglary,Burglary,1,45.504881480,-122.579249604,7669082,677026,2026
26-27090,1/28/2026,January 2026,1/28/2026,1451,2700 BLOCK OF N LOMBARD ST,Arbor Lodge,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.577083778,-122.695166153,7640089,704128,2026
26-27109,1/28/2026,January 2026,1/28/2026,1748,9700 BLOCK OF NE GLISAN ST,Hazelwood,1,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.526349692,-122.563134841,7673412,684745,2026
26-27141,1/28/2026,January 2026,1/28/2026,1557,NW 5TH AVE / NW GLISAN ST,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.526647074,-122.675541429,7644617,685609,2026
26-27144,1/28/2026,January 2026,1/21/2026,1544,SE ANKENY ST / SE MARTIN LUTHER KING JR BLVD,Buckman West,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.522223556,-122.661769744,7648102,683902,2026
26-27157,1/28/2026,January 2026,1/28/2026,1609,NW 5TH AVE / NW EVERETT ST,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.525218660,-122.675486694,7644617,685088,2026
